update_step,landmark_label,cov_x,cov_y,NIS
1,1,0.00544513446273306,0.005445134462733441,0.0
2,1,0.005437196278454552,0.005400763245258498,nan
2,2,0.005437196278454904,0.005400763245258146,0.0
3,1,0.0053939304379092695,0.005393930437909594,nan
3,2,0.005427487485372736,0.005393930437909253,nan
3,3,0.005393930437909609,0.005427487485372379,0.0
4,1,0.0053869046482293926,0.00538690464822972,nan
4,2,0.005386904648229722,0.005386904648229391,nan
4,3,0.00538690464822972,0.005386904648229392,nan
4,4,0.0053869046482293926,0.00538690464822972,0.0
5,1,0.003500091598016228,0.003500091598016366,0.0
5,2,0.005384766380972826,0.005375206151415861,nan
5,3,0.005375206151416184,0.005384766380972503,nan
5,4,0.005384766380972499,0.005384766380972829,nan
6,1,0.0034992274864952366,0.003495185337357391,nan
6,2,0.0034992274864953732,0.003495185337357255,0.0
6,3,0.005373261900493951,0.00538260590963566,nan
6,4,0.005373261900493628,0.005382605909635983,nan
7,1,0.0034943554537354695,0.0034943554537356022,nan
7,2,0.0034983072419610176,0.003494355453735467,nan
7,3,0.003494355453735604,0.0034983072419608797,0.0
7,4,0.005371191350291331,0.0053711913502916455,nan
8,1,0.0034935163242128713,0.003493516324213005,nan
8,2,0.0034935163242130057,0.0034935163242128704,nan
8,3,0.0034935163242130044,0.003493516324212871,nan
8,4,0.0034935163242128713,0.0034935163242130044,0.0
9,1,0.0025888195591201217,0.002588819559120195,0.0
9,2,0.003493109035213075,0.0034912347966043725,nan
9,3,0.003491234796604505,0.0034931090352129414,nan
9,4,0.003493109035212941,0.0034931090352130745,nan
10,1,0.0025886003717327188,0.002587570760185186,nan
10,2,0.002588600371732792,0.002587570760185113,0.0
10,3,0.0034908451301380104,0.003492699477733113,nan
10,4,0.003490845130137878,0.003492699477733246,nan
11,1,0.002587355676122992,0.002587355676123064,nan
11,2,0.0025883744210385825,0.0025873556761229917,nan
11,3,0.002587355676123064,0.002588374421038509,0.0
11,4,0.0034904434400148394,0.003490443440014971,nan
12,1,0.002587139366622129,0.0025871393666222014,nan
12,2,0.002587139366622202,0.002587139366622129,nan
12,3,0.0025871393666222005,0.002587139366622129,nan
12,4,0.002587139366622129,0.0025871393666222014,0.0
13,1,0.0020553065868693585,0.0020553065868694044,1.2010050063616772e-05
13,2,0.0025870115107418717,0.002586416555953211,nan
13,3,0.002586416555953282,0.0025870115107417993,nan
13,4,0.0025870115107417993,0.0025870115107418717,nan
14,1,0.0020552268276276655,0.002054851281436855,nan
14,2,0.002055226827627711,0.0020548512814368095,1.2064249945217145e-05
14,3,0.0025862919321381363,0.0025868832195435243,nan
14,4,0.002586291932138065,0.0025868832195435967,nan
15,1,0.0020547723910233485,0.0020547723910233936,nan
15,2,0.0020551456298060233,0.002054772391023348,nan
15,3,0.002054772391023393,0.0020551456298059773,1.2570222465497321e-05
15,4,0.002586165060541678,0.00258616506054175,nan
16,1,0.002054693229125016,0.002054693229125061,nan
16,2,0.002054693229125061,0.0020546932291250156,nan
16,3,0.0020546932291250603,0.0020546932291250156,nan
16,4,0.0020546932291250156,0.002054693229125061,1.262331930876267e-05
17,1,0.0017044417843777174,0.0017044417843777484,3.877838756942033e-08
17,2,0.002054640931551945,0.002054396178444609,nan
17,3,0.0020543961784446536,0.0020546409315519,nan
17,4,0.0020546409315518994,0.0020546409315519453,nan
18,1,0.0017044060683099485,0.001704237634126758,nan
18,2,0.0017044060683099793,0.0017042376341267268,4.037745782391182e-08
18,3,0.0020543447473070665,0.002054588514421178,nan
18,4,0.0020543447473070214,0.0020545885144212235,nan
19,1,0.001704202172418739,0.0017042021724187697,nan
19,2,0.0017043699295078351,0.0017042021724187385,nan
19,3,0.0017042021724187693,0.0017043699295078041,4.9598227123502864e-08
19,4,0.002054292707431934,0.00205429270743198,nan
20,1,0.0017041666291483213,0.0017041666291483524,nan
20,2,0.0017041666291483524,0.0017041666291483213,nan
20,3,0.001704166629148352,0.0017041666291483213,nan
20,4,0.0017041666291483207,0.0017041666291483526,5.133957876998096e-08
21,1,0.0014560168185910511,0.0014560168185910737,5.4462095230558615e-05
21,2,0.0017041413956332245,0.0017040228981799698,nan
21,3,0.0017040228981800003,0.0017041413956331935,nan
21,4,0.0017041413956331928,0.0017041413956332247,nan
22,1,0.0014559984964758322,0.0014559119926796675,nan
22,2,0.0014559984964758546,0.001455911992679645,5.470082360249299e-05
22,3,0.001703997959745397,0.0017041161207785194,nan
22,4,0.0017039979597453657,0.0017041161207785507,nan
23,1,0.0014558937625121526,0.0014558937625121751,nan
23,2,0.0014559800210901695,0.0014558937625121528,nan
23,3,0.0014558937625121747,0.001455980021090147,5.669025553910085e-05
23,4,0.0017039728126926278,0.0017039728126926595,nan
24,1,0.0014558755023628765,0.001455875502362899,nan
24,2,0.0014558755023628986,0.0014558755023628767,nan
24,3,0.0014558755023628986,0.0014558755023628763,nan
24,4,0.001455875502362876,0.0014558755023628992,5.692504798909766e-05
25,1,0.0012708451045149024,0.0012708451045149193,0.00036185322151972106
25,2,0.0014558618672643026,0.0014557976920912485,nan
25,3,0.0014557976920912701,0.0014558618672642805,nan
25,4,0.00145586186726428,0.0014558618672643035,nan
26,1,0.001270834755902298,0.0012707858552756094,nan
26,2,0.0012708347559023147,0.0012707858552755927,0.0003629967246005996
26,3,0.0014557841755360318,0.001455848215384304,nan
